id,citation_number,citation_date,first_name,last_name,date_of_birth,defendant_address,defendant_city,defendant_state,drivers_license_number,court_date,court_location,court_address
297,138133225,3/22/2015 0:00,Kathleen,Price,12/23/1981 0:00,50 School Pass,SHREWSBURY,MO,M752936715,12/2/2015 0:00,EDMUNDSON,4440 Holman Lane
298,192219453,7/14/2015 0:00,Kathleen,Price,12/23/1981 0:00,50 School Pass,SHREWSBURY,MO,M752936715,12/13/2015 0:00,PASADENA HILLS,3915 Roland Boulevard
299,955516894,,Kathleen,Price,12/23/1981 0:00,50 School Pass,SHREWSBURY,MO,M752936715,10/30/2015 0:00,ELLISVILLE,37 Weis Avenue
300,682537724,9/1/2015 0:00,Kathleen,Harris,3/28/1966 0:00,12246 Southridge Way,JENNINGS,MO,P219344832,12/18/2015 0:00,OAKLAND,1320 W. Lockwood Avenue
301,51327032,2/6/2015 0:00,Marie,Armstrong,7/28/1974 0:00,3 Judy Way,OLIVETTE,MO,E018635667,12/8/2015 0:00,BALLWIN,300 Park Drive
302,46424391,8/28/2015 0:00,Frances,Reid,9/26/1968 0:00,888 Carberry Center,FERGUSON,MO,C821440980,12/11/2015 0:00,CALVERTON PARK,52 Young Drive
303,215864250,8/4/2015 0:00,Jimmy,Graham,8/15/1983 0:00,3 Meadow Ridge Court,JENNINGS,MO,,11/1/2015 0:00,LAKESHIRE,10000 Puttington Drive
304,9695545,2/25/2015 0:00,Jimmy,Graham,8/15/1983 0:00,3 Meadow Ridge Court,JENNINGS,MO,,10/31/2015 0:00,JENNINGS,7005 Florence Avenue
305,564654137,8/24/2015 0:00,Willie,Brooks,8/8/1983 0:00,60246 Village Court,UPLANDS PARK,MO,W383058818,9/19/2015 0:00,MOLINE ACRES,2449 Chambers Road
306,547700769,6/24/2015 0:00,Rebecca,Montgomery,4/1/1990 0:00,28414 Sherman Circle,CLAYTON,MO,Q699229118,9/14/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
307,787542275,2/16/2015 0:00,Bruce,Oliver,9/8/1982 0:00,2 Mandrake Crossing,BELLERIVE,MO,X607176222,11/3/2015 0:00,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,7900 Carondelet Avenue
308,795646191,7/3/2015 0:00,Rachel,Brown,10/3/1982 0:00,363 Grayhawk Hill,SYCAMORE HILLS,MO,A622075732,11/2/2015 0:00,MARYLAND HEIGHTS,11911 Dorsett Road
309,782840092,4/13/2015 0:00,William,Cruz,,34 Summerview Street,CLAYTON,MO,Y486081269,11/2/2015 0:00,BELLA VILLA,751 Avenue H
310,698626826,7/9/2015 0:00,Kathryn,Stephens,10/7/1985 0:00,638 Lighthouse Bay Drive,WELLSTON,MO,Y716232211,9/26/2015 0:00,ST. LOUIS CITY,3915 Roland Boulevard
311,472466203,3/9/2015 0:00,Maria,Davis,8/30/1977 0:00,41650 Brown Circle,BELLEFONTAINE NEIGHBORS,MO,A278311180,12/15/2015 0:00,OVERLAND,2410 Goodale Avenue
312,677985845,6/15/2015 0:00,Brenda,Howell,5/21/1989 0:00,,BRECKENRIDGE HILLS,MO,P401261106,10/15/2015 0:00,BELLA VILLA,751 Avenue H
313,823746543,5/13/2015 0:00,Willie,Arnold,11/15/1985 0:00,96 Melrose Place,MARYLAND HEIGHTS,MO,T931140471,12/4/2015 0:00,MARYLAND HEIGHTS,11911 Dorsett Road
314,576210729,2/20/2015 0:00,Judith,Moore,3/22/1958 0:00,5 Dakota Pass,GREENDALE,MO,R532950137,11/22/2015 0:00,VINITA PARK,8374 Midland Boulevard
315,171775320,1/19/2015 0:00,Theresa,Holmes,5/29/1968 0:00,534 Golf Course Road,CRESTWOOD,MO,,10/10/2015 0:00,VALLEY PARK,320 Benton Street
316,684834875,4/17/2015 0:00,Daniel,Peterson,9/1/1956 0:00,02549 Rowland Street,CHESTERFIELD,MO,D271550525,12/14/2015 0:00,OAKLAND,1320 W. Lockwood Avenue
317,119418044,6/2/2015 0:00,Laura,Hart,12/18/1982 0:00,77423 Arizona Circle,OAKLAND,MO,Q166100641,9/30/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
318,516138718,2/6/2015 0:00,Beverly,Burke,7/6/1964 0:00,53 Westerfield Drive,CHESTERFIELD,MO,,10/17/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
319,905151175,7/13/2015 0:00,Lillian,Daniels,4/15/1973 0:00,,TWIN OAKS,MO,Q459406730,9/26/2015 0:00,,
320,672700995,8/16/2015 0:00,Karen,Woods,12/14/1972 0:00,6 Colorado Pass,ELLISVILLE,MO,,12/9/2015 0:00,GREENDALE,7700 Natural Bridge Road
321,243997556,1/2/2015 0:00,Irene,Hart,3/27/1983 0:00,404 Spohn Center,WARSON WOODS,MO,Q195729294,10/30/2015 0:00,CHARLACK,8401 Midland Boulevard
322,513660350,7/29/2015 0:00,Pamela,Allen,4/2/1992 0:00,92835 Boyd Place,MAPLEWOOD,MO,,11/2/2015 0:00,CALVERTON PARK,52 Young Drive
323,189019131,3/11/2015 0:00,Andrew,Phillips,4/26/1951 0:00,8033 Anthes Parkway,JENNINGS,MO,E960669510,10/13/2015 0:00,PAGEDALE,1420 Ferguson Avenue
324,45447696,4/7/2015 0:00,Donald,Pierce,7/22/1959 0:00,9 Eastwood Plaza,VINITA TERRACE,MO,D209338504,11/30/2015 0:00,MOLINE ACRES,2449 Chambers Road
325,330893481,6/4/2015 0:00,Paula,Mitchell,9/30/1963 0:00,57894 Melrose Hill,WARSON WOODS,,Y095205604,10/21/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
326,822241090,2/8/2015 0:00,Jeremy,Woods,8/15/1953 0:00,71397 Farwell Point,CLARKSON VALLEY,MO,I856410952,10/13/2015 0:00,CALVERTON PARK,52 Young Drive
327,565845744,5/12/2015 0:00,Thomas,Mendoza,6/27/1960 0:00,0 Crowley Trail,COUNTRY LIFE ACRES,MO,O440180670,10/19/2015 0:00,BALLWIN,300 Park Drive
328,990448811,1/8/2015 0:00,Aaron,Gomez,11/8/1974 0:00,91 Anzinger Circle,UPLANDS PARK,MO,E470710578,,,
329,719068521,3/14/2015 0:00,Timothy,Hill,1/30/1961 0:00,8957 Kinsman Terrace,VINITA PARK,MO,V500593939,10/26/2015 0:00,GLENDALE,424 North Sappington Road
330,44323747,7/23/2015 0:00,Sharon,Riley,2/17/1967 0:00,03058 Heath Point,SHREWSBURY,MO,H905816250,9/17/2015 0:00,NORTHWOODS,4600 Oakridge Boulevard
331,225426177,4/13/2015 0:00,Julie,Gutierrez,1/22/1995 0:00,793 Westridge Avenue,BELLERIVE,MO,,11/26/2015 0:00,DES PERES,12325 Manchester Road
332,963356305,2/10/2015 0:00,Jeffrey,Palmer,5/3/1972 0:00,319 Gina Parkway,PACIFIC,MO,H991362039,11/9/2015 0:00,CREVE COEUR,300 North New Ballas Road
333,823203504,3/9/2015 0:00,Nicole,Simmons,8/15/1971 0:00,65313 Marquette Pass,FRONTENAC,MO,M946151196,12/27/2015 0:00,MANCHESTER,200 Highlands Blvd. Dr.
334,540717873,8/6/2015 0:00,Evelyn,Alexander,5/12/1977 0:00,4 Independence Alley,LAKESHIRE,MO,J554932546,10/9/2015 0:00,HANLEY HILLS,7713 Utica Drive
335,815229061,1/3/2015 0:00,Laura,Harper,5/11/1981 0:00,8474 Algoma Drive,SHREWSBURY,MO,W841874088,11/25/2015 0:00,WEBSTER GROVES,4 Lockwood Aveue
336,708316331,2/26/2015 0:00,Jose,Peterson,10/8/1974 0:00,,NORWOOD COURT,MO,S705750658,11/10/2015 0:00,PASADENA PARK,7615 South Sunset
337,794141974,2/22/2015 0:00,Deborah,James,10/29/1995 0:00,6775 Muir Alley,GREEN PARK,MO,J668193168,11/19/2015 0:00,,
338,888370500,4/27/2015 0:00,Jessica,Cole,12/15/1982 0:00,558 Cardinal Plaza,VALLEY PARK,MO,D875433304,12/19/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
339,147504292,1/2/2015 0:00,Bobby,Greene,10/28/1958 0:00,3784 Vera Court,BLACK JACK,MO,D542241139,11/8/2015 0:00,BRENTWOOD,2348 South Brentwood Boulevard
340,33540011,3/9/2015 0:00,Marie,Bowman,7/10/1983 0:00,97374 Dottie Center,BELLA VILLA,MO,H484075603,12/11/2015 0:00,,
341,727530229,6/28/2015 0:00,Anna,Griffin,5/19/1982 0:00,03350 Merry Trail,NORMANDY,MO,X573585223,12/1/2015 0:00,LADUE,9435 Clayton Road
342,511515314,7/4/2015 0:00,Steven,Williams,,4 Vermont Lane,WILBUR PARK,MO,J416429761,10/29/2015 0:00,DELLWOOD,1415 Chambers Road
343,745569437,6/20/2015 0:00,Steven,Williams,,4 Vermont Lane,WILBUR PARK,MO,J416429761,11/28/2015 0:00,BRECKENRIDGE HILLS,9623 St. Charles Rock Road
344,800594207,5/22/2015 0:00,Steven,Williams,,4 Vermont Lane,WILBUR PARK,MO,J416429761,12/29/2015 0:00,TOWN AND COUNTRY,1011 Municipal Center Drive
345,341060408,1/12/2015 0:00,Steven,Williams,,4 Vermont Lane,WILBUR PARK,MO,J416429761,10/2/2015 0:00,VELDA VILLAGE HILLS,3501 Avondale Avenue
346,602659057,6/29/2015 0:00,Joshua,Hamilton,5/17/1991 0:00,101 Boyd Court,BEL-NOR,MO,P184303014,11/3/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
347,931619878,6/30/2015 0:00,Joseph,Henderson,4/5/1964 0:00,850 Esker Circle,ST. LOUIS CITY,MO,D912386935,9/29/2015 0:00,BALLWIN,300 Park Drive
348,241063495,7/24/2015 0:00,Benjamin,Gordon,7/21/1987 0:00,969 Summer Ridge Plaza,FRONTENAC,MO,A805069466,9/13/2015 0:00,,
349,629625259,7/9/2015 0:00,Amanda,Richardson,8/6/1952 0:00,3 Browning Terrace,BELLEFONTAINE NEIGHBORS,MO,A522185747,10/5/2015 0:00,MOLINE ACRES,2449 Chambers Road
350,895385988,4/28/2015 0:00,Jimmy,Washington,10/28/1984 0:00,4090 Monica Point,FLORISSANT,MO,,12/2/2015 0:00,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
351,386670467,,Jacqueline,Fox,1/25/1982 0:00,1 Coolidge Way,CREVE COEUR,MO,U217289411,11/7/2015 0:00,KIRKWOOD,139 S. Kirkwood Road
352,733597002,8/5/2015 0:00,Shawn,Moreno,3/31/1983 0:00,68 Ronald Regan Way,HILLSDALE,MO,Y122690349,11/26/2015 0:00,NORMANDY,7700 Natural Bridge Road
353,483160534,1/28/2015 0:00,Matthew,Collins,5/3/1995 0:00,44277 Jackson Park,UNIVERSITY CITY,MO,W148620057,11/11/2015 0:00,,
354,650657583,3/28/2015 0:00,Virginia,Johnston,5/3/1953 0:00,7 Waywood Terrace,BEL-RIDGE,MO,S154800183,12/1/2015 0:00,ST. LOUIS CITY,52 Young Drive
355,71010054,8/25/2015 0:00,Rebecca,Myers,2/18/1987 0:00,960 Cody Lane,GREEN PARK,MO,D586046057,11/17/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
356,231280209,8/7/2015 0:00,Richard,Johnson,10/14/1957 0:00,7 Briar Crest Pass,BERKELEY,MO,B934985461,11/22/2015 0:00,FENTON,625 New Smizer Mill Road
357,354055109,1/15/2015 0:00,Michelle,Greene,2/6/1958 0:00,6257 Orin Plaza,PINE LAWN,MO,X112787385,11/22/2015 0:00,MARLBOROUGH,7826 Wimbledon Drive
358,446003205,7/29/2015 0:00,Steve,Shaw,5/22/1995 0:00,,MACKENZIE,MO,,9/13/2015 0:00,BRECKENRIDGE HILLS,9623 St. Charles Rock Road
359,248138704,8/19/2015 0:00,Tammy,Harrison,11/2/1982 0:00,781 Trailsway Crossing,BELLA VILLA,MO,B068226329,9/17/2015 0:00,WELLSTON,1414 Evergreen
360,264180777,3/11/2015 0:00,Alice,Elliott,6/10/1973 0:00,84496 Logan Lane,UNIVERSITY CITY,MO,Q363364176,11/25/2015 0:00,WARSON WOODS,10015 Manchester Road
361,927349784,6/4/2015 0:00,Keith,Gonzalez,10/20/1960 0:00,5250 Bluejay Park,LAKESHIRE,MO,O887305820,12/8/2015 0:00,OAKLAND,1320 W. Lockwood Avenue
362,188006317,2/22/2015 0:00,Paul,Ruiz,8/30/1969 0:00,61048 Warbler Alley,WESTWOOD,MO,B468712028,12/13/2015 0:00,BERKELEY 1,6120 Madison
363,38517806,,Michael,Allen,6/2/1977 0:00,,BEL-RIDGE,MO,,12/29/2015 0:00,UNINCORPORATED SOUTH ST. LOUIS COUNTY,4544 Lemay Ferry Road
364,957025060,8/4/2015 0:00,Carolyn,Cooper,11/5/1980 0:00,02 Di Loreto Street,ST. GEORGE,MO,X574811760,10/29/2015 0:00,MOLINE ACRES,2449 Chambers Road
365,416666827,5/9/2015 0:00,Martin,Hicks,6/2/1981 0:00,886 Luster Hill,KINLOCH,MO,,9/23/2015 0:00,CREVE COEUR,300 North New Ballas Road
366,115408950,6/5/2015 0:00,Martha,Kelley,3/17/1990 0:00,2 Laurel Terrace,FLORISSANT,MO,C120022960,12/4/2015 0:00,OVERLAND,2410 Goodale Avenue
367,380691526,6/29/2015 0:00,Paul,Gray,6/15/1961 0:00,9969 Dawn Circle,EUREKA,MO,B292285580,11/16/2015 0:00,RICHMOND HEIGHTS,7447 Dale Avenue
368,85101501,2/20/2015 0:00,Frank,Cook,3/14/1991 0:00,87 Anthes Road,CREVE COEUR,MO,Q630135300,12/7/2015 0:00,WINCHESTER,109 Lindy Boulevard
369,317926985,7/13/2015 0:00,Mildred,Kim,3/13/1965 0:00,34 Scott Trail,WILBUR PARK,MO,E400196160,10/2/2015 0:00,BEVERLY HILLS,7150 Natural Bridge Road
370,957526297,8/5/2015 0:00,Rachel,Lynch,10/30/1991 0:00,,WILBUR PARK,MO,T461901696,10/19/2015 0:00,MACKENZIE,4400 Shrewsbury Avenue
371,323747102,3/8/2015 0:00,Lillian,Harvey,6/2/1955 0:00,45819 Green Pass,OLIVETTE,MO,J872847044,11/27/2015 0:00,MAPLEWOOD,7601 Manchester Road
372,171716967,4/19/2015 0:00,Frank,Harris,12/6/1995 0:00,5361 Southridge Point,BEL-RIDGE,MO,Z107455548,12/4/2015 0:00,BEL-NOR,8416 Natural Bridge Road
373,718180294,3/17/2015 0:00,Martha,Scott,12/31/1990 0:00,95056 Del Mar Road,BELLEFONTAINE NEIGHBORS,MO,T789647926,12/8/2015 0:00,OLIVETTE,9473 Olive Boulevard
374,732199325,2/9/2015 0:00,Kathy,Fields,11/18/1952 0:00,2 Daystar Pass,SUNSET HILLS,MO,X605245330,9/28/2015 0:00,GLENDALE,424 North Sappington Road
375,749058827,5/1/2015 0:00,Carolyn,Walker,7/17/1958 0:00,7 Gulseth Crossing,VINITA TERRACE,MO,I669220264,,OVERLAND,2410 Goodale Avenue
376,529428043,1/19/2015 0:00,Kathleen,Moreno,11/30/1980 0:00,6 Glacier Hill Terrace,ST. LOUIS CITY,MO,G387797628,12/26/2015 0:00,BEL-NOR,8416 Natural Bridge Road
377,149872419,2/28/2015 0:00,Chris,Lopez,11/1/1979 0:00,006 Texas Crossing,WARSON WOODS,MO,L783461256,10/7/2015 0:00,VELDA VILLAGE HILLS,3501 Avondale Avenue
378,501236920,2/10/2015 0:00,Benjamin,Scott,8/12/1952 0:00,199 La Follette Circle,VINITA TERRACE,MO,,10/2/2015 0:00,GLENDALE,424 North Sappington Road
379,247633457,7/12/2015 0:00,Eugene,Bailey,12/25/1964 0:00,424 Rigney Terrace,ROCK HILL,MO,Q448648119,12/11/2015 0:00,VELDA VILLAGE HILLS,3501 Avondale Avenue
380,408928748,8/1/2015 0:00,Linda,Wells,8/24/1972 0:00,95625 Knutson Parkway,BRIDGETON,MO,W724227336,12/4/2015 0:00,CRESTWOOD,1 Detjen Drive
381,167621283,3/8/2015 0:00,Sandra,Burns,5/4/1985 0:00,49925 Longview Drive,KINLOCH,MO,K578660821,9/24/2015 0:00,CLARKSON VALLEY,15933 Clayton Road
382,839963517,5/6/2015 0:00,Melissa,Barnes,9/19/1951 0:00,43786 Carberry Hill,CHAMP,MO,H793890428,11/15/2015 0:00,PACIFIC,300 Hoven Drive
383,479632065,4/9/2015 0:00,Russell,Hamilton,5/3/1972 0:00,47847 David Trail,GREEN PARK,MO,,12/19/2015 0:00,PACIFIC,300 Hoven Drive
384,96790754,3/11/2015 0:00,Rachel,Harper,5/9/1955 0:00,758 Golf Course Avenue,SHREWSBURY,MO,N782199452,10/24/2015 0:00,,
385,85834628,7/3/2015 0:00,Sean,Greene,7/24/1955 0:00,8881 Melrose Lane,ST. LOUIS CITY,MO,H510344065,11/12/2015 0:00,VINITA TERRACE,8027 Page Boulevard
386,458929932,8/24/2015 0:00,Andrew,Duncan,8/11/1967 0:00,,WARSON WOODS,MO,G015869221,9/24/2015 0:00,VELDA CITY,2560 Lucas & Hunt Road
387,900861423,2/13/2015 0:00,David,Mitchell,10/27/1953 0:00,9 Lakewood Gardens Court,SUNSET HILLS,MO,,10/21/2015 0:00,BERKELEY 2,6140 N Hanley Road
388,630410524,2/19/2015 0:00,Jacqueline,Jenkins,10/9/1974 0:00,0391 Village Green Point,TOWN & COUNTRY,MO,P892555461,11/9/2015 0:00,UNINCORPORATED CENTRAL ST. LOUIS COUNTY,7900 Carondelet Avenue
389,649601729,7/4/2015 0:00,Amanda,Chapman,7/17/1959 0:00,29 Farragut Hill,BELLERIVE,MO,Q813717209,11/6/2015 0:00,,
390,146502925,4/2/2015 0:00,Virginia,Flores,4/23/1981 0:00,9115 Merchant Park,WILDWOOD,MO,W725490066,11/26/2015 0:00,RIVERVIEW,9699 Lilac Drive
391,255746515,2/27/2015 0:00,Adam,Oliver,3/19/1971 0:00,025 Ridgeview Alley,PACIFIC,MO,A113335328,10/11/2015 0:00,ST. JOHN,8944 St. Charles Rock Road
392,559550562,1/15/2015 0:00,Susan,Rice,1/20/1964 0:00,645 Morrow Pass,LADUE,MO,G903036285,10/4/2015 0:00,BRECKENRIDGE HILLS,9623 St. Charles Rock Road
393,860182343,5/26/2015 0:00,Paula,Harvey,4/13/1960 0:00,13 Packers Street,CRESTWOOD,MO,V636674079,11/22/2015 0:00,MOLINE ACRES,2449 Chambers Road
394,986815767,3/1/2015 0:00,Jeremy,Howell,3/17/1967 0:00,4 Knutson Drive,BELLA VILLA,MO,T059388404,11/17/2015 0:00,,
395,527880950,2/28/2015 0:00,Paula,Harvey,4/13/1960 0:00,13 Packers Street,CRESTWOOD,MO,V636674079,11/12/2015 0:00,RIVERVIEW,9699 Lilac Drive
396,506663795,7/9/2015 0:00,Paula,Harvey,4/13/1960 0:00,13 Packers Street,CRESTWOOD,MO,V636674079,,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
397,546474596,7/25/2015 0:00,Kenneth,Hansen,6/11/1962 0:00,71 Summer Ridge Point,LAKESHIRE,MO,E578114637,9/30/2015 0:00,EUREKA,120 City Hall Drive
398,900354521,4/28/2015 0:00,Frank,Martin,12/16/1957 0:00,,,MO,I833891749,10/8/2015 0:00,BEVERLY HILLS,7150 Natural Bridge Road
399,510421700,4/3/2015 0:00,Peter,Brown,8/1/1995 0:00,7273 Bashford Crossing,BEL-RIDGE,MO,Q750030873,10/18/2015 0:00,BERKELEY 1,6120 Madison
400,250183516,4/4/2015 0:00,Mary,Watkins,5/10/1972 0:00,0 Dovetail Terrace,WOODSON TERRACE,MO,F074355981,12/23/2015 0:00,OVERLAND,2410 Goodale Avenue
401,426849064,6/3/2015 0:00,Lisa,Edwards,7/14/1978 0:00,5 Lakewood Gardens Alley,CHESTERFIELD,MO,S242138551,11/18/2015 0:00,OLIVETTE,9473 Olive Boulevard
402,707885335,6/9/2015 0:00,David,Rogers,3/11/1976 0:00,7903 Londonderry Parkway,,MO,E946697895,10/17/2015 0:00,SUNSET HILLS,3939 South Lindbergh
403,482486711,5/15/2015 0:00,Deborah,Nichols,9/29/1992 0:00,10560 8th Street,PASADENA PARK,MO,O196345537,10/21/2015 0:00,CREVE COEUR,300 North New Ballas Road
404,269241758,9/1/2015 0:00,Samuel,Coleman,10/13/1963 0:00,9 Pearson Park,ST. LOUIS CITY,MO,O567042164,,COUNTRY CLUB HILLS,7422 Eunice Avenue
405,166654331,3/8/2015 0:00,Janice,Roberts,10/9/1993 0:00,22 Declaration Center,WEBSTER GROVES,MO,M423601297,12/18/2015 0:00,,
406,828626393,5/15/2015 0:00,Robin,Stephens,4/18/1976 0:00,3578 Butterfield Hill,FRONTENAC,MO,Y176044621,11/25/2015 0:00,FENTON,625 New Smizer Mill Road
407,915914770,5/1/2015 0:00,Julia,Henderson,1/8/1991 0:00,,OAKLAND,,U310689759,11/7/2015 0:00,ST. LOUIS CITY,4400 Shrewsbury Avenue
408,56230764,9/4/2015 0:00,Harry,Fowler,10/18/1964 0:00,089 Gateway Lane,FLORDELL HILLS,MO,S030215768,11/17/2015 0:00,ELLISVILLE,37 Weis Avenue
409,232624460,1/23/2015 0:00,Phillip,Stevens,12/6/1967 0:00,3 Pawling Pass,CLAYTON,MO,E396773320,,,
410,246579429,4/7/2015 0:00,Harry,Fowler,10/18/1964 0:00,089 Gateway Lane,FLORDELL HILLS,MO,S030215768,10/17/2015 0:00,UNIVERSITY CITY,975 Pennsylvania Avenue
411,192788342,6/3/2015 0:00,Harry,Fowler,10/18/1964 0:00,089 Gateway Lane,FLORDELL HILLS,MO,S030215768,10/31/2015 0:00,FENTON,625 New Smizer Mill Road
412,940190639,4/13/2015 0:00,James,Lynch,1/17/1984 0:00,2271 Beilfuss Avenue,BEL-NOR,MO,I665328307,9/27/2015 0:00,PASADENA HILLS,3915 Roland Boulevard
413,278704382,6/21/2015 0:00,James,Lynch,1/17/1984 0:00,2271 Beilfuss Avenue,BEL-NOR,MO,I665328307,11/21/2015 0:00,ST. LOUIS CITY,3915 Roland Boulevard
414,396945847,8/21/2015 0:00,Nancy,Banks,8/14/1972 0:00,8 International Plaza,MACKENZIE,MO,D210868906,11/30/2015 0:00,PINE LAWN,6250 Steve Marve Avenue
415,796982161,2/16/2015 0:00,Harold,Johnson,2/25/1951 0:00,40058 Oriole Road,FERGUSON,MO,B677501551,11/27/2015 0:00,OVERLAND,2410 Goodale Avenue
416,467600245,1/1/2015 0:00,Ernest,Franklin,10/14/1956 0:00,710 Eagan Terrace,FERGUSON,MO,J655009166,12/13/2015 0:00,SYCAMORE HILLS,8944 St. Charles Rock Road
417,181594417,6/3/2015 0:00,Louis,Brooks,4/27/1993 0:00,2 North Parkway,PINE LAWN,MO,X688174227,12/22/2015 0:00,BERKELEY 1,6120 Madison
418,524199416,6/30/2015 0:00,Martin,Wheeler,3/18/1991 0:00,,MARYLAND HEIGHTS,MO,S733602206,12/16/2015 0:00,OVERLAND,2410 Goodale Avenue
419,664764216,8/19/2015 0:00,Betty,Elliott,12/6/1952 0:00,2 Basil Junction,PASADENA PARK,MO,,10/8/2015 0:00,WEBSTER GROVES,4 Lockwood Aveue
420,211858578,2/22/2015 0:00,Virginia,Cunningham,8/31/1987 0:00,845 Packers Circle,ST. GEORGE,MO,,9/25/2015 0:00,VELDA VILLAGE HILLS,3501 Avondale Avenue
421,243030442,3/28/2015 0:00,Sean,Harper,11/11/1988 0:00,8664 Katie Way,CHARLACK,MO,Q278728618,9/15/2015 0:00,LAKESHIRE,10000 Puttington Drive
422,526005187,3/28/2015 0:00,Sean,Harper,11/11/1988 0:00,8664 Katie Way,CHARLACK,MO,Q278728618,,BLACK JACK,12500 Old Jamestown Road
423,469194572,8/30/2015 0:00,Sean,Harper,11/11/1988 0:00,8664 Katie Way,CHARLACK,MO,Q278728618,11/3/2015 0:00,HAZELWOOD,415 Elm Grove Lane
424,329118020,8/6/2015 0:00,Sean,Harper,11/11/1988 0:00,8664 Katie Way,,MO,Q278728618,10/18/2015 0:00,KINLOCH,8140 Scott
425,307095487,6/19/2015 0:00,Sean,Harper,11/11/1988 0:00,8664 Katie Way,,MO,Q278728618,10/15/2015 0:00,FENTON,625 New Smizer Mill Road
426,666105925,2/1/2015 0:00,Sean,Harper,11/11/1988 0:00,8664 Katie Way,CHARLACK,MO,Q278728618,11/14/2015 0:00,BELLA VILLA,751 Avenue H
427,991138448,3/4/2015 0:00,Kenneth,Sanders,6/1/1968 0:00,2782 Manley Circle,WOODSON TERRACE,MO,,,,
428,32344013,4/2/2015 0:00,Thomas,Cole,8/6/1991 0:00,58340 4th Place,BLACK JACK,MO,H988302429,9/29/2015 0:00,,
429,539564644,3/14/2015 0:00,Sean,Harper,11/11/1988 0:00,8664 Katie Way,CHARLACK,MO,Q278728618,10/15/2015 0:00,PASADENA HILLS,3915 Roland Boulevard
430,974221590,5/7/2015 0:00,Frances,Oliver,5/10/1953 0:00,82 Grayhawk Plaza,WILBUR PARK,MO,L596021194,10/3/2015 0:00,PACIFIC,300 Hoven Drive
431,236898699,6/4/2015 0:00,Lillian,Harper,12/13/1987 0:00,208 Messerschmidt Center,WOODSON TERRACE,MO,,10/17/2015 0:00,SUNSET HILLS,3939 South Lindbergh
432,144476403,3/18/2015 0:00,Kathy,Torres,1/27/1994 0:00,619 Golf View Road,CRYSTAL LAKE PARK,MO,T243679294,12/28/2015 0:00,BELLEFONTAINE NEIGHBORS,9641 Bellefontaine Road
433,687462726,7/7/2015 0:00,Anne,Richardson,9/23/1995 0:00,288 Little Fleur Point,COOL VALLEY,MO,E028980932,12/17/2015 0:00,HILLSDALE,6428 Jesse Jackson Avenue
434,538664471,1/23/2015 0:00,Ralph,Morris,2/7/1958 0:00,53 Memorial Pass,BLACK JACK,MO,U250921561,10/25/2015 0:00,BELLA VILLA,751 Avenue H
435,861328702,7/16/2015 0:00,Helen,Carpenter,2/17/1985 0:00,6 Shoshone Crossing,VALLEY PARK,MO,,10/22/2015 0:00,,
436,629982646,1/3/2015 0:00,Lori,Lawrence,12/28/1953 0:00,18 Grayhawk Point,BEL-NOR,MO,B779847505,11/1/2015 0:00,WINCHESTER,109 Lindy Boulevard
437,861005840,7/14/2015 0:00,Henry,Myers,3/7/1964 0:00,841 Fallview Alley,UPLANDS PARK,MO,Z833401505,10/15/2015 0:00,BRIDGETON,12355 Natural Bridge Road
438,746604732,8/7/2015 0:00,Mark,Hughes,11/21/1974 0:00,13 Fuller Point,KIRKWOOD,MO,V664546223,12/26/2015 0:00,,
439,119891478,4/9/2015 0:00,Arthur,Hunter,11/1/1990 0:00,65 Logan Drive,VINITA PARK,MO,J912860106,10/12/2015 0:00,OLIVETTE,9473 Olive Boulevard
440,137173843,3/25/2015 0:00,Gerald,Sanders,1/11/1990 0:00,93 Hansons Court,NORTHWOODS,MO,C835277065,11/28/2015 0:00,JENNINGS,7005 Florence Avenue
441,447989268,7/4/2015 0:00,Angela,Medina,10/8/1960 0:00,,ST. GEORGE,MO,,10/15/2015 0:00,KINLOCH,8140 Scott
442,522405279,5/9/2015 0:00,Linda,Gonzales,3/29/1985 0:00,0 Derek Center,CLAYTON,MO,W271635919,12/7/2015 0:00,CALVERTON PARK,52 Young Drive
443,866159336,3/24/2015 0:00,Clarence,Jenkins,11/23/1985 0:00,2575 Twin Pines Parkway,MARLBOROUGH,MO,N365623941,10/10/2015 0:00,UNINCORPORATED NORTH ST. LOUIS COUNTY,21 Village Square
444,743946635,6/21/2015 0:00,Bobby,Phillips,5/17/1986 0:00,1 Transport Pass,MARYLAND HEIGHTS,MO,T171582321,10/3/2015 0:00,DES PERES,12325 Manchester Road
445,580602390,1/28/2015 0:00,Lois,Bowman,8/2/1974 0:00,77 Lyons Drive,LADUE,MO,E138307190,11/5/2015 0:00,FLORISSANT,315 Howdershell Road
446,138663720,3/29/2015 0:00,Kathy,Bailey,8/9/1963 0:00,1 Talisman Court,NORMANDY,MO,N927076870,12/11/2015 0:00,DES PERES,12325 Manchester Road
